-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2023 through 07/31/2025 in UTC
Location: Latitude  52.3663   Longitude 17.6152 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 99.06 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
PS        MERRA-2 Surface Pressure (kPa) 
WSC       MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Crop: 20-m broadleaf-deciduous trees (10%) & wheat (vegtype_12) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M,T2M,PS,WSC
2023,8,19,20,1.14,171.4,25.18,100.7,0.85
2023,8,19,21,1.82,171.5,24.03,100.72,1.36
2023,8,19,22,2.41,177.9,23.04,100.71,1.8
2023,8,19,23,2.92,189.3,22.06,100.71,2.18
2023,8,20,0,3.27,202.9,21.28,100.7,2.44
2023,8,20,1,3.4,214.8,20.7,100.7,2.54
2023,8,20,2,3.3,226.1,20.27,100.71,2.46
2023,8,20,3,3.09,236.2,19.99,100.73,2.3
2023,8,20,4,2.81,243.6,21.01,100.76,2.1
2023,8,20,5,2.02,245.5,22.84,100.78,1.51
2023,8,20,6,1.33,249.2,24.53,100.8,0.99
2023,8,20,7,1.25,287.7,27.54,100.8,0.93
2023,8,20,8,1.38,285.5,28.56,100.79,1.03
2023,8,20,9,1.9,277.6,29.28,100.78,1.42
2023,8,20,10,2.47,277.9,30.33,100.77,1.84
2023,8,20,11,3.17,282.2,31.08,100.76,2.36
2023,8,20,12,3.86,287.4,31.46,100.74,2.88
2023,8,20,13,4.34,292.5,31.61,100.74,3.24
2023,8,20,14,4.55,297.6,31.35,100.73,3.39
2023,8,20,15,4.64,302.8,30.68,100.73,3.46
2023,8,20,16,4.63,310.4,29.3,100.72,3.45
2023,8,20,17,4.98,321.7,26.69,100.74,3.71
2023,8,20,18,5.72,333.2,24.96,100.78,4.27
2023,8,20,19,6.16,343.4,24.05,100.81,4.59
2023,8,20,20,6.2,352.4,23.3,100.85,4.62
2023,8,20,21,5.91,359.8,22.58,100.89,4.41
2023,8,20,22,5.61,5.2,22.01,100.92,4.18
2023,8,20,23,5.18,5.5,21.33,100.94,3.86
2023,8,21,0,4.83,3.7,20.64,100.95,3.6
2023,8,21,1,4.48,2.6,20.05,100.97,3.34
2023,8,21,2,4.1,4.6,19.51,100.98,3.06
2023,8,21,3,3.95,7.0,18.8,100.99,2.95
2023,8,21,4,3.4,9.5,18.64,100.99,2.54
2023,8,21,5,3.02,2.5,19.28,101.01,2.25
2023,8,21,6,3.44,351.8,20.93,101.03,2.57
2023,8,21,7,4.02,340.7,22.87,101.04,3.0
2023,8,21,8,4.35,330.5,24.02,101.05,3.24
2023,8,21,9,4.24,321.5,24.69,101.04,3.16
2023,8,21,10,4.11,311.6,25.55,101.02,3.07
2023,8,21,11,4.21,301.4,26.59,100.98,3.14
2023,8,21,12,4.66,293.0,27.17,100.92,3.48
2023,8,21,13,5.32,289.9,27.09,100.89,3.97
2023,8,21,14,5.82,289.5,26.94,100.87,4.34
2023,8,21,15,5.96,290.9,26.43,100.86,4.45
2023,8,21,16,5.37,294.1,25.35,100.85,4.01
2023,8,21,17,4.73,301.3,23.18,100.84,3.53
2023,8,21,18,4.59,317.3,21.26,100.86,3.42
2023,8,21,19,4.81,337.9,20.25,100.89,3.59
2023,8,21,20,5.19,356.8,19.3,100.92,3.87
2023,8,21,21,5.28,10.2,18.35,100.93,3.94
2023,8,21,22,5.18,20.1,17.45,100.96,3.86
2023,8,21,23,4.87,31.5,16.51,100.97,3.63
2023,8,22,0,4.48,41.8,15.77,100.96,3.34
2023,8,22,1,4.12,52.5,15.19,100.94,3.07
2023,8,22,2,3.83,64.5,14.69,100.93,2.86
2023,8,22,3,3.75,76.9,14.27,100.92,2.8
2023,8,22,4,3.76,89.2,15.33,100.92,2.8
2023,8,22,5,3.26,100.1,16.94,100.9,2.43
2023,8,22,6,2.45,97.3,19.74,100.91,1.83
2023,8,22,7,1.33,76.1,21.97,100.89,0.99
2023,8,22,8,0.86,37.9,23.66,100.86,0.64
2023,8,22,9,0.2,32.9,25.0,100.81,0.15
2023,8,22,10,0.72,220.5,26.18,100.74,0.54
2023,8,22,11,1.15,237.8,26.83,100.69,0.86
2023,8,22,12,1.26,262.7,26.78,100.64,0.94
2023,8,22,13,1.15,295.2,26.21,100.62,0.86
2023,8,22,14,1.12,334.1,25.43,100.6,0.84
2023,8,22,15,1.36,357.5,24.38,100.6,1.01
2023,8,22,16,1.78,4.5,23.23,100.58,1.33
2023,8,22,17,2.26,9.2,22.0,100.58,1.69
2023,8,22,18,2.93,13.6,20.88,100.61,2.19
2023,8,22,19,3.29,15.9,20.14,100.64,2.45
2023,8,22,20,3.15,18.9,19.11,100.65,2.35
2023,8,22,21,3.08,18.0,18.22,100.66,2.3
2023,8,22,22,3.02,15.2,17.39,100.67,2.25
2023,8,22,23,2.96,10.1,16.54,100.67,2.21
2023,8,23,0,2.96,5.6,15.7,100.68,2.21
2023,8,23,1,3.07,3.0,14.91,100.67,2.29
2023,8,23,2,3.07,2.6,14.23,100.68,2.29
2023,8,23,3,2.78,5.6,13.83,100.68,2.07
2023,8,23,4,2.22,9.8,14.63,100.7,1.66
2023,8,23,5,1.31,7.4,16.21,100.73,0.98
2023,8,23,6,0.83,341.1,18.33,100.76,0.62
2023,8,23,7,1.39,335.8,22.25,100.78,1.04
2023,8,23,8,1.44,315.0,23.78,100.78,1.07
2023,8,23,9,1.79,294.8,24.84,100.76,1.34
2023,8,23,10,2.3,282.8,25.66,100.74,1.72
2023,8,23,11,2.76,276.7,26.25,100.71,2.06
2023,8,23,12,3.06,273.6,26.55,100.67,2.28
2023,8,23,13,3.33,271.2,26.53,100.64,2.48
2023,8,23,14,3.52,270.3,26.24,100.61,2.63
2023,8,23,15,3.49,270.2,25.48,100.59,2.6
2023,8,23,16,3.12,268.5,24.34,100.58,2.33
2023,8,23,17,2.51,261.3,22.57,100.59,1.87
2023,8,23,18,1.95,241.9,21.88,100.62,1.45
2023,8,23,19,2.0,215.8,21.3,100.63,1.49
2023,8,23,20,2.52,204.6,20.51,100.64,1.88
2023,8,23,21,3.07,206.5,19.89,100.62,2.29
2023,8,23,22,3.35,217.7,19.49,100.61,2.5
2023,8,23,23,3.37,232.6,19.11,100.6,2.51
2023,8,24,0,3.06,251.5,18.67,100.58,2.28
2023,8,24,1,2.61,278.4,18.09,100.56,1.95
2023,8,24,2,2.38,310.7,17.65,100.56,1.78
2023,8,24,3,2.55,339.8,17.54,100.57,1.9
2023,8,24,4,2.8,356.9,17.97,100.59,2.09
2023,8,24,5,2.44,3.3,19.07,100.62,1.82
2023,8,24,6,2.71,348.7,21.23,100.64,2.02
2023,8,24,7,2.55,326.2,23.23,100.65,1.9
2023,8,24,8,2.23,300.5,24.48,100.63,1.66
2023,8,24,9,2.12,278.7,25.37,100.59,1.58
2023,8,24,10,2.41,265.9,26.2,100.56,1.8
2023,8,24,11,2.86,258.3,26.77,100.52,2.13
2023,8,24,12,3.29,258.6,27.09,100.5,2.45
2023,8,24,13,3.32,260.7,26.95,100.45,2.48
2023,8,24,14,3.01,259.8,26.89,100.39,2.25
2023,8,24,15,2.74,254.5,26.37,100.35,2.04
2023,8,24,16,2.39,251.2,25.33,100.32,1.78
2023,8,24,17,1.85,238.3,23.46,100.32,1.38
2023,8,24,18,1.59,202.2,22.57,100.35,1.19
2023,8,24,19,2.67,157.8,21.39,100.33,1.99
2023,8,24,20,4.43,146.3,20.02,100.27,3.3
2023,8,24,21,6.09,144.5,19.34,100.23,4.54
2023,8,24,22,7.46,145.2,19.55,100.17,5.56
2023,8,24,23,7.87,146.8,19.73,100.12,5.87
2023,8,25,0,7.84,145.1,19.57,100.04,5.85
2023,8,25,1,7.42,146.0,19.24,99.99,5.53
2023,8,25,2,7.02,149.2,18.9,99.94,5.24
2023,8,25,3,6.24,161.7,18.41,99.94,4.65
2023,8,25,4,5.71,168.3,17.77,99.93,4.26
2023,8,25,5,5.35,157.4,17.73,99.87,3.99
2023,8,25,6,5.06,148.3,18.46,99.83,3.77
2023,8,25,7,5.03,149.7,19.92,99.81,3.75
2023,8,25,8,4.94,152.7,22.33,99.79,3.68
2023,8,25,9,3.99,174.0,25.59,99.77,2.98
2023,8,25,10,3.17,219.8,28.19,99.76,2.36
2023,8,25,11,2.86,253.3,29.57,99.73,2.13
2023,8,25,12,2.55,260.1,30.26,99.7,1.9
2023,8,25,13,3.2,257.2,30.51,99.71,2.39
2023,8,25,14,3.11,258.5,29.91,99.69,2.32
2023,8,25,15,3.26,264.6,28.82,99.68,2.43
2023,8,25,16,4.02,279.3,26.67,99.69,3.0
2023,8,25,17,4.29,295.5,24.46,99.71,3.2
2023,8,25,18,2.99,319.3,23.46,99.73,2.23
2023,8,25,19,1.77,341.3,23.0,99.74,1.32
2023,8,25,20,0.23,307.9,22.64,99.73,0.17
2023,8,25,21,1.39,204.2,22.0,99.71,1.04
2023,8,25,22,2.98,211.1,21.29,99.67,2.22
2023,8,25,23,5.09,221.6,20.87,99.66,3.8
2023,8,26,0,6.73,234.9,20.88,99.69,5.02
2023,8,26,1,6.78,244.4,20.46,99.67,5.06
2023,8,26,2,6.46,247.4,19.71,99.64,4.82
2023,8,26,3,6.89,248.4,19.39,99.7,5.14
2023,8,26,4,5.47,250.0,19.29,99.7,4.08
2023,8,26,5,4.74,241.2,19.56,99.71,3.54
2023,8,26,6,4.77,232.8,19.76,99.74,3.56
2023,8,26,7,5.85,235.7,20.15,99.84,4.36
2023,8,26,8,4.77,230.3,20.89,99.91,3.56
2023,8,26,9,4.15,209.2,21.99,99.88,3.1
2023,8,26,10,5.23,207.4,23.22,99.89,3.9
2023,8,26,11,6.16,207.2,24.7,99.86,4.59
2023,8,26,12,7.03,210.9,25.72,99.87,5.24
2023,8,26,13,7.16,219.8,26.28,99.86,5.34
2023,8,26,14,6.76,231.5,26.45,99.84,5.04
2023,8,26,15,6.56,246.2,26.13,99.84,4.89
2023,8,26,16,6.03,261.1,25.11,99.87,4.5
2023,8,26,17,5.83,275.1,22.77,99.9,4.35
2023,8,26,18,5.86,287.8,21.41,99.96,4.37
2023,8,26,19,5.45,301.2,20.52,99.99,4.06
2023,8,26,20,4.69,324.8,19.91,99.95,3.5
2023,8,26,21,4.45,342.5,19.46,99.94,3.32
2023,8,26,22,4.63,352.3,18.94,99.97,3.45
2023,8,26,23,4.81,17.3,18.6,99.91,3.59
2023,8,27,0,4.57,37.8,18.24,99.86,3.41
2023,8,27,1,3.96,50.2,18.1,99.86,2.95
2023,8,27,2,3.17,53.3,17.89,99.87,2.36
2023,8,27,3,2.94,43.8,17.75,99.87,2.19
2023,8,27,4,2.92,33.7,18.03,99.89,2.18
2023,8,27,5,2.86,31.0,18.55,99.88,2.13
2023,8,27,6,2.71,34.2,19.07,99.87,2.02
2023,8,27,7,2.76,44.9,19.76,99.85,2.06
2023,8,27,8,2.8,55.3,20.93,99.82,2.09
2023,8,27,9,2.63,61.4,22.32,99.78,1.96
2023,8,27,10,2.66,58.7,22.98,99.75,1.98
2023,8,27,11,3.05,62.7,23.37,99.69,2.27
2023,8,27,12,3.11,69.1,23.95,99.63,2.32
2023,8,27,13,2.44,67.6,23.92,99.58,1.82
2023,8,27,14,2.0,22.1,22.91,99.54,1.49
2023,8,27,15,2.9,348.3,21.55,99.52,2.16
2023,8,27,16,4.07,335.6,20.47,99.5,3.04
2023,8,27,17,4.89,328.9,19.65,99.49,3.65
2023,8,27,18,5.28,318.1,19.19,99.5,3.94
2023,8,27,19,5.8,306.7,18.85,99.52,4.33
2023,8,27,20,6.1,303.8,18.51,99.54,4.55
2023,8,27,21,5.93,301.4,18.12,99.58,4.42
2023,8,27,22,5.79,297.6,17.79,99.61,4.32
2023,8,27,23,5.68,292.7,17.48,99.63,4.24
2023,8,28,0,5.3,285.9,17.17,99.65,3.95
2023,8,28,1,4.76,275.8,16.71,99.65,3.55
2023,8,28,2,5.2,267.2,15.66,99.68,3.88
2023,8,28,3,5.87,262.9,14.94,99.72,4.38
2023,8,28,4,5.7,259.3,15.16,99.76,4.25
2023,8,28,5,4.7,258.2,16.09,99.8,3.51
2023,8,28,6,4.34,261.4,17.31,99.83,3.24
2023,8,28,7,3.84,262.1,18.2,99.84,2.86
2023,8,28,8,3.75,258.3,18.86,99.86,2.8
2023,8,28,9,4.3,259.1,19.32,99.9,3.21
2023,8,28,10,4.05,262.5,19.45,99.91,3.02
2023,8,28,11,3.31,269.8,19.53,99.88,2.47
2023,8,28,12,2.9,280.7,19.67,99.85,2.16
2023,8,28,13,2.83,291.3,19.55,99.84,2.11
2023,8,28,14,3.03,301.5,19.09,99.86,2.26
2023,8,28,15,3.13,310.9,18.3,99.88,2.33
2023,8,28,16,3.01,322.6,17.33,99.89,2.25
2023,8,28,17,2.85,333.8,16.34,99.91,2.13
2023,8,28,18,2.81,343.2,15.72,99.95,2.1
2023,8,28,19,3.05,354.9,15.2,99.94,2.27
2023,8,28,20,3.57,9.0,14.74,99.91,2.66
2023,8,28,21,4.54,13.4,14.36,99.85,3.39
2023,8,28,22,5.58,12.7,14.1,99.79,4.16
2023,8,28,23,6.27,16.2,13.96,99.73,4.68
2023,8,29,0,6.63,19.3,13.86,99.69,4.95
2023,8,29,1,7.79,26.0,13.83,99.64,5.81
2023,8,29,2,8.25,29.6,13.83,99.56,6.15
2023,8,29,3,7.92,26.9,13.82,99.49,5.91
2023,8,29,4,7.25,25.4,13.97,99.42,5.41
2023,8,29,5,7.13,34.5,14.7,99.37,5.32
2023,8,29,6,7.5,45.6,15.92,99.31,5.59
2023,8,29,7,7.11,58.3,17.48,99.27,5.3
2023,8,29,8,5.14,76.6,19.04,99.28,3.83
2023,8,29,9,3.2,108.9,20.09,99.31,2.39
2023,8,29,10,2.21,148.0,20.63,99.32,1.65
2023,8,29,11,1.69,183.0,20.8,99.3,1.26
2023,8,29,12,1.97,214.0,20.44,99.3,1.47
2023,8,29,13,2.46,232.9,20.06,99.31,1.83
2023,8,29,14,2.93,241.0,19.48,99.32,2.19
2023,8,29,15,3.37,243.0,18.86,99.34,2.51
2023,8,29,16,3.56,243.5,18.24,99.33,2.66
2023,8,29,17,4.11,238.7,17.35,99.37,3.07
2023,8,29,18,4.65,240.1,16.57,99.4,3.47
2023,8,29,19,4.6,248.5,16.05,99.39,3.43
2023,8,29,20,4.68,249.7,15.9,99.38,3.49
2023,8,29,21,4.56,254.7,15.73,99.35,3.4
2023,8,29,22,4.42,256.1,15.53,99.32,3.3
2023,8,29,23,4.62,254.0,15.32,99.31,3.45
2023,8,30,0,4.71,259.0,14.95,99.28,3.51
2023,8,30,1,4.85,263.5,14.66,99.26,3.62
2023,8,30,2,4.84,267.0,14.46,99.25,3.61
2023,8,30,3,4.84,266.0,14.24,99.26,3.61
2023,8,30,4,4.78,266.9,14.18,99.28,3.57
2023,8,30,5,4.41,272.7,14.55,99.28,3.29
2023,8,30,6,4.37,281.9,15.34,99.29,3.26
2023,8,30,7,4.38,292.1,16.29,99.31,3.27
2023,8,30,8,4.2,297.8,17.23,99.32,3.13
2023,8,30,9,4.07,302.4,18.24,99.32,3.04
2023,8,30,10,4.02,303.7,18.86,99.32,3.0
2023,8,30,11,4.04,303.0,19.17,99.32,3.01
2023,8,30,12,4.26,304.8,19.25,99.33,3.18
2023,8,30,13,4.6,307.3,19.13,99.34,3.43
2023,8,30,14,4.88,308.3,18.72,99.34,3.64
2023,8,30,15,4.87,306.7,18.12,99.35,3.63
2023,8,30,16,4.68,300.7,17.39,99.37,3.49
2023,8,30,17,4.99,294.9,16.42,99.39,3.72
2023,8,30,18,5.13,292.7,15.62,99.44,3.83
2023,8,30,19,4.82,289.4,15.01,99.48,3.6
2023,8,30,20,4.59,283.7,14.39,99.51,3.42
2023,8,30,21,4.59,277.8,13.76,99.51,3.42
2023,8,30,22,4.65,270.1,13.24,99.49,3.47
2023,8,30,23,4.72,262.1,12.61,99.48,3.52
2023,8,31,0,4.74,253.4,12.18,99.46,3.54
2023,8,31,1,4.72,243.6,11.89,99.46,3.52
2023,8,31,2,4.69,232.6,11.9,99.47,3.5
2023,8,31,3,4.81,220.1,12.13,99.49,3.59
2023,8,31,4,4.97,208.4,12.56,99.5,3.71
2023,8,31,5,4.67,200.2,13.34,99.52,3.48
2023,8,31,6,4.58,199.9,14.36,99.55,3.42
2023,8,31,7,5.64,214.1,16.01,99.57,4.21
2023,8,31,8,6.4,228.9,17.59,99.58,4.77
2023,8,31,9,7.28,240.7,19.16,99.58,5.43
2023,8,31,10,8.19,246.9,19.69,99.61,6.11
2023,8,31,11,8.61,249.2,18.97,99.64,6.42
2023,8,31,12,8.67,252.0,18.33,99.69,6.47
2023,8,31,13,8.6,254.9,18.68,99.74,6.41
2023,8,31,14,8.45,256.4,18.6,99.78,6.3
2023,8,31,15,8.12,255.6,18.1,99.82,6.06
2023,8,31,16,7.07,250.7,17.03,99.85,5.27
2023,8,31,17,6.61,241.1,14.79,99.88,4.93
2023,8,31,18,7.1,233.4,13.76,99.91,5.3
2023,8,31,19,7.58,226.4,13.2,99.93,5.65
2023,8,31,20,7.89,222.4,12.81,99.95,5.88
2023,8,31,21,7.94,219.9,12.37,99.96,5.92
2023,8,31,22,7.99,220.8,11.91,99.97,5.96
2023,8,31,23,7.83,224.0,11.51,99.99,5.84
2023,9,1,0,7.57,223.5,11.3,100.01,5.65
2023,9,1,1,7.36,223.4,11.22,100.03,5.49
2023,9,1,2,7.24,223.3,10.9,100.06,5.4
2023,9,1,3,7.23,223.1,10.33,100.08,5.39
2023,9,1,4,7.0,223.2,10.21,100.11,5.22
2023,9,1,5,6.23,224.7,11.45,100.14,4.65
2023,9,1,6,6.98,235.4,13.94,100.18,5.21
2023,9,1,7,8.02,241.0,16.37,100.21,5.98
2023,9,1,8,8.81,242.6,17.95,100.22,6.57
2023,9,1,9,9.24,244.4,19.1,100.22,6.89
2023,9,1,10,9.44,246.5,20.04,100.22,7.04
2023,9,1,11,9.43,249.1,20.71,100.21,7.03
2023,9,1,12,9.19,251.7,21.07,100.2,6.85
2023,9,1,13,8.79,254.2,21.19,100.19,6.56
2023,9,1,14,8.26,256.6,20.99,100.19,6.16
2023,9,1,15,7.36,258.7,20.36,100.21,5.49
2023,9,1,16,5.98,260.1,18.84,100.23,4.46
2023,9,1,17,5.26,256.7,16.62,100.27,3.92
2023,9,1,18,4.76,251.0,15.74,100.31,3.55
2023,9,1,19,4.5,244.5,15.18,100.35,3.36
2023,9,1,20,4.39,238.7,14.41,100.38,3.27
2023,9,1,21,4.68,235.1,13.61,100.4,3.49
2023,9,1,22,5.03,234.8,12.88,100.41,3.75
2023,9,1,23,5.1,238.5,12.4,100.43,3.8
2023,9,2,0,5.03,244.7,11.82,100.45,3.75
2023,9,2,1,4.66,252.0,11.32,100.46,3.48
2023,9,2,2,4.23,260.5,10.89,100.48,3.15
2023,9,2,3,4.01,268.3,10.48,100.5,2.99
2023,9,2,4,3.9,274.1,10.75,100.55,2.91
2023,9,2,5,3.35,275.5,13.43,100.6,2.5
2023,9,2,6,2.66,268.9,15.35,100.65,1.98
2023,9,2,7,3.51,275.9,18.7,100.7,2.62
2023,9,2,8,4.08,277.9,20.58,100.73,3.04
2023,9,2,9,4.32,279.0,21.56,100.77,3.22
2023,9,2,10,4.33,280.5,22.27,100.78,3.23
2023,9,2,11,4.31,282.1,22.75,100.8,3.21
2023,9,2,12,4.33,282.9,22.88,100.82,3.23
2023,9,2,13,4.25,283.2,22.69,100.82,3.17
2023,9,2,14,3.96,283.4,22.28,100.81,2.95
2023,9,2,15,3.5,281.0,21.69,100.8,2.61
2023,9,2,16,3.16,277.5,20.35,100.82,2.36
2023,9,2,17,3.16,273.5,18.54,100.85,2.36
2023,9,2,18,3.33,270.7,17.74,100.92,2.48
2023,9,2,19,3.49,270.0,17.21,100.96,2.6
2023,9,2,20,3.56,270.8,16.71,100.99,2.66
2023,9,2,21,3.57,269.8,16.22,100.99,2.66
2023,9,2,22,3.58,266.0,15.81,100.98,2.67
2023,9,2,23,3.77,268.5,15.42,100.99,2.81
2023,9,3,0,3.91,276.6,15.23,101.0,2.92
2023,9,3,1,3.61,284.8,15.06,101.01,2.69
2023,9,3,2,3.1,292.2,14.85,101.01,2.31
2023,9,3,3,2.68,301.6,14.58,101.01,2.0
2023,9,3,4,2.39,313.3,14.66,101.02,1.78
2023,9,3,5,2.17,323.8,15.76,101.05,1.62
2023,9,3,6,2.07,332.1,17.09,101.1,1.54
2023,9,3,7,2.58,332.5,19.25,101.12,1.92
2023,9,3,8,2.96,323.1,20.41,101.14,2.21
2023,9,3,9,3.42,312.9,21.26,101.15,2.55
2023,9,3,10,4.07,305.4,21.74,101.17,3.04
2023,9,3,11,4.74,302.2,22.01,101.18,3.54
2023,9,3,12,5.48,301.3,21.95,101.17,4.09
2023,9,3,13,6.24,302.8,21.68,101.18,4.65
2023,9,3,14,6.89,306.9,21.11,101.21,5.14
2023,9,3,15,7.35,312.4,20.3,101.25,5.48
2023,9,3,16,7.38,318.1,19.05,101.28,5.5
2023,9,3,17,6.89,322.2,17.31,101.32,5.14
2023,9,3,18,6.53,324.8,16.14,101.38,4.87
2023,9,3,19,6.13,326.1,15.39,101.41,4.57
2023,9,3,20,5.91,327.0,14.74,101.44,4.41
2023,9,3,21,5.67,330.3,14.57,101.46,4.23
2023,9,3,22,5.11,332.0,14.06,101.46,3.81
2023,9,3,23,4.72,330.4,14.0,101.45,3.52
2023,9,4,0,4.75,326.2,13.92,101.47,3.54
2023,9,4,1,4.8,322.3,13.2,101.49,3.58
2023,9,4,2,5.09,319.3,12.72,101.52,3.8
2023,9,4,3,5.35,320.1,12.39,101.55,3.99
2023,9,4,4,5.1,322.4,12.55,101.58,3.8
2023,9,4,5,3.79,323.6,14.48,101.61,2.83
2023,9,4,6,3.18,334.5,16.74,101.62,2.37
2023,9,4,7,2.8,336.2,18.7,101.62,2.09
2023,9,4,8,2.59,333.4,20.42,101.6,1.93
2023,9,4,9,2.57,329.2,21.81,101.59,1.92
2023,9,4,10,2.77,327.2,22.78,101.58,2.07
2023,9,4,11,3.08,329.1,23.23,101.56,2.3
2023,9,4,12,3.32,333.0,23.23,101.54,2.48
2023,9,4,13,3.37,337.2,23.14,101.52,2.51
2023,9,4,14,3.14,342.8,22.99,101.51,2.34
2023,9,4,15,2.56,349.4,22.67,101.48,1.91
2023,9,4,16,1.47,1.2,21.84,101.46,1.1
2023,9,4,17,0.45,106.8,20.87,101.46,0.34
2023,9,4,18,1.75,167.2,19.46,101.48,1.31
2023,9,4,19,3.04,181.9,18.09,101.5,2.27
2023,9,4,20,4.13,191.3,17.27,101.51,3.08
2023,9,4,21,4.86,195.9,16.78,101.54,3.62
2023,9,4,22,5.26,198.2,16.36,101.55,3.92
2023,9,4,23,5.48,200.0,15.93,101.54,4.09
2023,9,5,0,5.6,201.4,15.5,101.54,4.18
2023,9,5,1,5.69,203.1,15.06,101.52,4.24
2023,9,5,2,5.85,204.2,14.66,101.51,4.36
2023,9,5,3,6.05,203.7,14.32,101.5,4.51
2023,9,5,4,6.23,201.9,14.38,101.51,4.65
2023,9,5,5,5.13,200.6,16.02,101.53,3.83
2023,9,5,6,4.05,199.6,17.87,101.54,3.02
2023,9,5,7,4.35,201.9,20.79,101.53,3.24
2023,9,5,8,3.88,194.6,22.34,101.5,2.89
2023,9,5,9,3.63,186.0,23.34,101.47,2.71
2023,9,5,10,3.56,179.2,23.92,101.43,2.66
2023,9,5,11,3.62,174.8,24.08,101.39,2.7
2023,9,5,12,3.57,173.4,23.98,101.33,2.66
2023,9,5,13,3.43,174.5,23.81,101.29,2.56
2023,9,5,14,3.32,176.7,23.68,101.25,2.48
2023,9,5,15,3.31,179.3,23.24,101.21,2.47
2023,9,5,16,3.47,179.7,21.75,101.18,2.59
2023,9,5,17,3.93,177.8,19.14,101.17,2.93
2023,9,5,18,4.5,177.8,17.97,101.18,3.36
2023,9,5,19,5.12,180.3,17.14,101.18,3.82
2023,9,5,20,5.69,184.6,16.44,101.18,4.24
2023,9,5,21,6.0,189.5,15.82,101.18,4.48
2023,9,5,22,6.01,194.0,15.24,101.19,4.48
2023,9,5,23,5.81,197.6,14.69,101.18,4.33
2023,9,6,0,5.51,200.4,14.18,101.18,4.11
2023,9,6,1,5.2,202.4,13.71,101.18,3.88
2023,9,6,2,4.88,203.8,13.3,101.18,3.64
2023,9,6,3,4.66,203.9,12.91,101.19,3.48
2023,9,6,4,4.54,202.8,12.95,101.21,3.39
2023,9,6,5,3.97,200.8,15.46,101.22,2.96
2023,9,6,6,2.75,193.0,17.23,101.24,2.05
2023,9,6,7,2.49,178.8,20.26,101.25,1.86
2023,9,6,8,2.8,168.2,23.19,101.25,2.09
2023,9,6,9,2.74,169.5,24.55,101.26,2.04
2023,9,6,10,2.2,172.9,25.55,101.26,1.64
2023,9,6,11,1.53,172.5,26.3,101.26,1.14
2023,9,6,12,0.96,159.9,26.77,101.23,0.72
2023,9,6,13,0.74,121.8,26.93,101.2,0.55
2023,9,6,14,1.03,95.0,26.73,101.18,0.77
2023,9,6,15,1.47,91.2,26.09,101.16,1.1
2023,9,6,16,2.04,96.7,24.06,101.16,1.52
2023,9,6,17,2.76,106.0,21.78,101.2,2.06
2023,9,6,18,3.34,113.6,20.36,101.24,2.49
2023,9,6,19,3.73,119.7,19.25,101.27,2.78
2023,9,6,20,3.96,123.6,18.34,101.29,2.95
2023,9,6,21,4.14,124.3,17.52,101.31,3.09
2023,9,6,22,4.34,124.0,16.74,101.34,3.24
2023,9,6,23,4.37,124.0,16.09,101.34,3.26
2023,9,7,0,4.19,123.6,15.57,101.35,3.13
2023,9,7,1,3.99,123.7,15.11,101.35,2.98
2023,9,7,2,3.81,124.9,14.75,101.36,2.84
2023,9,7,3,3.48,127.1,14.55,101.38,2.6
2023,9,7,4,3.13,128.3,14.59,101.41,2.33
2023,9,7,5,2.87,129.6,16.54,101.43,2.14
2023,9,7,6,2.15,129.0,18.32,101.46,1.6
2023,9,7,7,2.04,124.4,20.94,101.47,1.52
2023,9,7,8,3.04,125.9,24.4,101.48,2.27
2023,9,7,9,3.25,124.5,25.65,101.48,2.42
2023,9,7,10,3.3,121.4,26.4,101.45,2.46
2023,9,7,11,3.4,117.9,26.95,101.42,2.54
2023,9,7,12,3.45,114.1,27.27,101.38,2.57
2023,9,7,13,3.51,110.2,27.27,101.34,2.62
2023,9,7,14,3.59,106.7,26.85,101.31,2.68
2023,9,7,15,3.71,105.2,25.91,101.28,2.77
2023,9,7,16,3.93,103.2,23.45,101.28,2.93
2023,9,7,17,4.43,102.1,20.81,101.3,3.3
2023,9,7,18,4.91,103.8,19.72,101.32,3.66
2023,9,7,19,5.18,108.0,18.92,101.32,3.86
2023,9,7,20,5.3,113.8,18.19,101.32,3.95
2023,9,7,21,5.39,120.2,17.55,101.32,4.02
2023,9,7,22,5.48,127.1,16.96,101.32,4.09
2023,9,7,23,5.45,134.6,16.4,101.31,4.06
2023,9,8,0,5.35,142.3,15.86,101.28,3.99
2023,9,8,1,5.19,149.0,15.35,101.26,3.87
2023,9,8,2,4.95,154.0,14.88,101.25,3.69
2023,9,8,3,4.71,157.5,14.39,101.24,3.51
2023,9,8,4,4.49,160.1,14.25,101.25,3.35
2023,9,8,5,4.03,161.6,16.65,101.25,3.01
2023,9,8,6,2.71,157.7,18.52,101.25,2.02
